Provider ID,Score,ScoreBin,Hospital Name,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Efficient use of medical imaging national comparison,Hospital,Cleanliness,Nurses,Doctors,HelpWhenNeeded,PainControl,ExplainMeds,RecoveryInfo,UnderstandCare,Rating,Quiet,Recommend,HAI2,HAI3,HAI4,HAI5,HAI6,Aggregate_Inf,PAYM_30_AMI,PAYM_30_HF,PAYM_30_PN,PayPerBenAvg,COMP_HIP_KNEE,PSI_12_POSTOP_PULMEMB_DVT,PSI_13_POST_SEPSIS,PSI_14_POSTOP_DEHIS,PSI_15_ACC_LAC,PSI_3_ULCER,PSI_4_SURG_COMP,PSI_6_IAT_PTX,PSI_7_CVCBI,PSI_8_POST_HIP,PSI_90_SAFETY,MORT_30_AMI,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK,READM_30_AMI,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,OP_12 eLab_Rec,OP_17_TrackMedInfo,OP_25_CHECK_OP,SM_PART_GEN_SURG,SM_PART_NURSE,SM_SS_CHECK_IP,SumStruct,ED_IP_Throughput,EDV,IMM__PT,IMM_Workers,ED_OP_Throughput,TimeToEval,TimeToPainMed,LeftBeforeTreat,Endoscopy polyp surveillance  appropriate follow-up interval for normal colonoscopy in average risk patients,AspirinCP,TimeToECG,ElectiveEarlyDelivery,AppropStrokeCare,HospVTE
180127,3,0,FRANKFORT REGIONAL MEDICAL CENTER,40601,Acute Care Hospitals,Proprietary,1,1,Same as the national average,180127,65,78,77,65,71,62,86,47,67,62,66,0.136686714,62.5,14.08450704,0,0.267094017,0.21809458,23840,16696,15119,18551.66667,2.7,3.38,12.28,2.81,0.88,0.24,,0.36,0.14,0.06,0.65,14.4,9.6,11.8,21.5,16.2,17.3,20.3,21.9,4.4,16.1,19,12.3,1,1,1,0,1,1,5,229,2,100,99,132,6,22,0,98,97,4,2,,
180128,3,0,THREE RIVERS MEDICAL CENTER,41230,Acute Care Hospitals,Proprietary,1,1,Same as the national average,180128,83,87,92,77,76,73,87,54,78,74,76,0,62.5,0,0,0.264480296,0.178976256,,13109,12077,12593,,4.68,,,1.17,1.22,,0.46,0.16,0.06,0.87,,6.8,11.8,17.8,,,22.8,23.5,,16.7,18.5,,1,1,1,0,0,1,4,258,1,100,77,144,24,78,1,100,100,2,,,
180138,3,0,BAPTIST HEALTH LA GRANGE,40031,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,180138,69,82,78,66,72,67,90,54,74,63,72,0,0,0,0,0.734060403,0.327577332,,15701,15377,15539,2.7,4.66,9.41,2.23,1.72,0.36,,0.39,0.16,0.06,0.91,,8.3,11.5,15.8,15.8,,20.2,25.1,4.5,15.3,15.1,12.5,1,0,1,0,1,1,4,245,1,97,96,145,36,56,3,95,100,4,0,,
190002,3,0,LAFAYETTE GENERAL MEDICAL CENTER,70503,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190002,75,87,87,75,79,72,87,64,82,72,84,1.041883726,18.51851852,4.504504505,0.138075231,0.629836243,0.443480592,22987,14629,14227,17281,2.4,6.41,12.04,2.7,1.46,0.41,141.28,0.41,0.15,0.06,0.99,17.6,7.5,13.4,15.8,13.8,18.2,20.4,20.6,4.3,16.3,16.9,12.3,1,1,1,0,0,1,4,283,4,99,68,134,10,36,1,77,,,1,100,0
190006,3,0,UNIVERSITY HOSPITAL & CLINICS,70506,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190006,79,86,86,76,76,71,88,63,79,74,82,0.592768228,214.2857143,26.31578947,0,0.347005344,0.425239606,,,,,,5.61,,2.27,1.51,1.22,,0.39,0.15,0.06,0.99,,,,,,,,,,15.5,16.9,,1,1,1,0,0,1,4,383,3,88,67,124,32,30,1,38,,,,,
190008,3,0,TERREBONNE GENERAL MEDICAL CENTER,70360,Acute Care Hospitals,Government,1,1,Same as the national average,190008,74,82,85,68,72,66,87,59,74,66,72,0.497450566,28.16901408,0,0,0.808348031,0.410573856,20116,15173,14403,16564,2.9,3.79,7.5,3.07,1.52,0.1,131.02,0.44,0.1,0.06,0.78,14.7,10.5,12,18.2,13.3,16.2,19.9,24.3,4.8,16.5,17.6,12.8,0,0,0,0,0,0,0,232,3,92,92,118,35,56,2,100,,,3,,
190011,3,0,UNIVERSITY HEALTH CONWAY,71202,Acute Care Hospitals,Proprietary,1,1,Same as the national average,190011,81,77,83,65,67,62,73,49,69,74,67,1.183898974,55.55555556,0,0,0.06345983,0.163938905,,18368,13900,16134,,4.81,,,1.8,0.41,,0.38,0.29,0.06,0.96,,,11.2,16.2,,,20.7,23.2,,15.8,17.6,,1,1,1,0,0,1,4,324,2,92,93,109,17,42,5,76,95,18,18,,
190014,3,0,TECHE REGIONAL MEDICAL CENTER,70380,Acute Care Hospitals,Proprietary,1,1,Same as the national average,190014,66,80,87,69,70,69,85,52,69,70,63,1.543209877,0,0,0.208855472,0.208855472,0.331345262,20581,15929,15197,17235.66667,,4.21,9.66,2.25,0.94,0.25,,0.36,0.26,0.06,0.71,15.4,8.2,13.8,20.2,14.6,16,20.2,22.4,,16.1,19.6,12.7,0,0,1,0,0,1,2,196,2,99,92,74,6,22,1,41,100,2,0,,
190017,3,0,OPELOUSAS GENERAL HEALTH SYSTEM,70570,Acute Care Hospitals,Government,1,1,Below the national average,190017,71,80,83,64,74,64,85,55,64,70,63,0.992720053,23.80952381,9.433962264,0,0.742597234,0.465956084,24038,17529,15777,19114.66667,3.1,7.65,8.64,2.18,1.92,0.84,153.52,0.31,0.12,0.06,1.15,14.7,7.3,14.5,17.4,16.3,16,16.7,19.3,4,14.4,15.5,14.4,1,1,1,0,0,1,4,268,3,94,84,117,23,38,3,79,,,0,,
190019,3,0,CHRISTUS ST FRANCES CABRINI HOSPITAL,71301,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190019,65,81,80,61,73,63,81,53,73,62,76,0.764655905,11.76470588,23.4375,0.105691487,0.445978438,0.349057545,21969,15909,14339,17405.66667,2.5,8.35,12.49,2.01,1.05,0.12,115.88,0.25,0.31,0.06,0.98,13.9,9,12.3,15.5,15.1,16.7,19.4,21,4.3,15.3,15.9,12.6,1,1,1,0,1,1,5,432,3,99,96,193,9,62,1,100,,,0,91,0
190025,3,0,SAVOY MEDICAL CENTER,70554,Acute Care Hospitals,Government,1,1,Not Available,190025,76,82,92,73,78,48,87,60,68,68,78,0.89206066,0,,0,0.340136054,0.28534741,,18310,16091,17200.5,,4.76,,2.26,1.15,1.32,,0.46,0.16,0.06,0.88,,7.8,12.1,13.5,14.6,,20.8,20.8,,15.2,17.4,,1,1,1,0,0,1,4,234,1,89,92,108,26,53,2,100,100,10,,,
190026,3,0,RAPIDES REGIONAL MEDICAL CENTER,71301,Acute Care Hospitals,Proprietary,1,1,Same as the national average,190026,64,82,82,65,72,69,86,53,74,70,77,0.599571734,48.19277108,7.8125,0.203171737,0.831212675,0.559093181,22723,15707,14796,17742,2.6,4.66,8.83,2.96,1.01,1.53,146.57,0.43,0.34,0.06,0.87,15.9,8.2,10.7,15.8,13.7,17.4,20.1,21.5,4.8,16,16.9,13.9,1,1,1,0,0,1,4,263,4,100,84,143,8,40,0,98,,,0,100,0
190027,3,0,CHRISTUS ST PATRICK HOSPITAL,70601,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,190027,63,79,82,63,71,61,86,56,69,65,73,0.297619048,15.38461538,0,0.038532676,0.308261406,0.198803564,20227,14472,14532,16410.33333,3.3,4.29,11.19,2.57,1.73,0.99,141.35,0.27,0.2,0.06,0.93,14.5,8.5,10.6,16.4,13.4,16.7,19.7,21.3,5.2,15.9,17.6,13.3,1,1,1,0,0,1,4,293,2,94,94,161,11,66,1,59,,,,,0
190034,3,0,ABBEVILLE GENERAL HOSPITAL,70510,Acute Care Hospitals,Government,1,1,Not Available,190034,80,81,89,77,78,63,87,57,69,72,60,0,0,0,0,0.598682898,0.239329876,,17578,14218,15898,3,6.51,,2.28,1.69,0.35,,0.39,0.16,0.06,1.02,,8.1,13.7,16.4,,,19.1,24.6,4.2,16,17.8,,1,1,1,0,0,1,4,271,1,83,69,108,21,40,2,94,98,12,0,,
190040,3,0,SLIDELL MEMORIAL HOSPITAL,70458,Acute Care Hospitals,Government,1,1,Below the national average,190040,71,82,85,68,72,64,87,56,78,68,80,0.290951411,16.66666667,0,0.033343336,0.238767957,0.16102541,22915,14778,14382,17358.33333,3.2,3.7,8.31,2.21,1.88,0.17,127.91,0.42,0.23,0.06,0.88,13,7.4,9.8,16.3,14.2,17.2,20.2,24.8,4.4,15.8,17.2,13.5,1,1,1,0,0,1,4,223,2,99,74,146,18,36,1,99,,,6,,
190046,3,0,TOURO INFIRMARY,70115,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190046,65,79,85,65,74,65,89,53,73,69,75,0.723888314,13.88888889,6.097560976,0,0.40881403,0.243041879,20702,14809,15029,16846.66667,2.5,5.42,11.45,3.21,2.01,0.75,145.06,0.3,0.12,0.06,1.05,14.2,7.5,11.8,13.1,12.4,15.7,19.9,22.3,4.7,15.1,17,13.6,1,1,1,0,0,1,4,223,2,93,90,128,8,31,0,90,,,0,100,0
190050,3,0,BEAUREGARD MEMORIAL HOSPITAL,70634,Acute Care Hospitals,Government,1,1,Below the national average,190050,72,84,87,70,73,67,87,51,74,68,73,0,0,0,0,0.212585034,0.098352594,22986,16062,13471,17506.33333,,6.71,,2.26,1.24,0.28,,0.84,0.15,0.06,1.02,13.6,6,9.8,14.8,13.3,16.9,17.7,21.7,,15.6,17.2,12,1,1,1,0,0,1,4,301,2,97,94,163,39,88,4,100,95,20,25,,
190053,3,0,JENNINGS AMERICAN LEGION HOSPITAL,70546,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190053,73,83,89,72,79,74,89,59,73,74,69,1.448575567,0,58.82352941,0.083850411,0.670803287,0.500654702,22563,15388,14479,17476.66667,2.8,4.34,10.76,2.78,1.22,0.26,,0.37,0.14,0.06,0.78,14.9,7.2,14.3,19.3,11.6,17.6,20.1,21.4,4.7,16.5,20.8,12.9,1,1,1,0,0,1,4,245,1,95,99,109,17,50,3,64,95,3,0,,
190054,3,0,IBERIA GENERAL HOSPITAL AND MEDICAL CENTER,70562,Acute Care Hospitals,Government,1,1,Below the national average,190054,70,72,83,61,65,55,81,51,60,60,58,0.513215294,0,0,0.061637081,0.194426442,0.168241595,23532,16462,15181,18391.66667,2.6,2.81,10.3,2.16,1.3,0.22,,0.4,0.13,0.06,0.69,13.8,10.1,12,18.8,15.8,16,19.5,22.1,3.7,15.4,15.3,11.8,1,1,0,0,0,0,2,328,2,100,84,144,34,62,6,68,,,0,,
190060,3,0,LAKE CHARLES MEMORIAL HOSPITAL,70601,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190060,68,82,86,68,74,70,85,57,71,71,73,1.176355259,0,5.291005291,0.088177201,0.360285194,0.30837959,22156,15002,14613,17257,3.3,2.88,8.35,2.63,1.73,0.39,150.09,0.34,0.19,0.06,0.79,13.2,12.1,14,17.1,15.1,15.6,18.3,22.9,5.2,15.7,17.8,11.8,1,1,1,0,0,1,4,270,4,71,100,140,32,56,1,99,,,0,50,
190065,3,0,BATON ROUGE GENERAL MEDICAL CENTER,70806,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190065,73,82,83,64,70,64,86,56,78,74,80,0.941239747,19.60784314,0,0.154411538,0.607756897,0.436991719,21670,16135,14438,17414.33333,3.6,2.73,8.99,2.9,1.2,0.31,140.13,0.39,0.09,0.06,0.66,16.1,8.9,12.4,19.5,14.3,17.1,20.6,23.8,4.5,14.8,17.4,12.6,1,1,1,1,0,1,5,362,4,99,95,169,25,64,1,84,,,0,100,5
190079,3,0,ST CHARLES PARISH HOSPITAL,70070,Acute Care Hospitals,Government,1,1,Not Available,190079,77,79,83,62,65,62,83,56,69,70,72,0.715307582,0,0,0.16204829,0.648193162,0.436522372,,15099,15641,15370,,6.05,,,1.25,0.38,,0.4,0.17,0.06,0.9,,,11.6,16.8,,,,23.6,,16,17.5,,1,1,1,0,0,1,4,296,1,99,98,125,11,50,1,,93,9,,,
190081,3,0,WEST CARROLL MEMORIAL HOSPITAL,71263,Acute Care Hospitals,Proprietary,1,1,Not Available,190081,73,84,92,73,73,65,83,49,72,76,75,0,,,0,0.629029722,0.300322847,,15780,12654,14217,,,,,1.42,0.46,,0.41,0.17,,0.9,,8.3,13.2,15.1,,,19.4,21.7,,15.7,16.8,,1,1,0,0,0,0,2,240,1,5,71,140,20,105,4,,52,16,,,
190090,3,0,WINN PARISH MEDICAL CENTER,71483,Acute Care Hospitals,Proprietary,1,1,Below the national average,190090,76,86,83,68,74,72,80,55,73,64,67,0,,,0,0,0,,15180,15514,15347,,,,,1.38,0.39,,0.4,0.17,,0.88,,8.4,12.1,16.2,,,21.5,20.7,,15.9,17.6,,1,1,1,0,0,1,4,183,1,87,38,98,18,51,1,2,98,19,,,
190099,3,0,AVOYELLES HOSPITAL,71351,Acute Care Hospitals,Proprietary,1,1,Not Available,190099,76,76,81,62,69,68,75,51,67,81,67,0,0,,0,0,0,,15957,14593,15275,,4.78,,2.27,1.15,0.33,,0.39,0.16,0.06,0.78,,7.4,12.1,15.5,,,21,23.6,,15.4,18.3,,1,1,1,0,0,1,4,175,1,100,71,77,12,50,3,34,90,8,,,
190106,3,0,OAKDALE COMMUNITY HOSPITAL,71463,Acute Care Hospitals,Proprietary,1,1,Not Available,190106,68,88,94,81,84,70,85,64,82,76,85,0,0,,0,0,0,,14671,13456,14063.5,,4.89,,2.27,1.23,0.38,,0.4,0.16,0.06,0.82,,8.6,11.2,16,,,18.6,22.9,,15.6,17.6,,1,1,1,0,0,1,4,210,1,89,42,84,12,55,2,0,95,6,,,
190118,3,0,DESOTO REGIONAL HEALTH SYSTEM,71052,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,190118,80,87,92,71,72,76,88,58,82,77,75,0,,,0,0,0,,15684,15131,15407.5,,5.12,,,1.37,0.42,,0.4,0.17,0.06,0.87,,7,14.5,17.1,,,20.8,23.2,,16.3,17.2,,1,1,1,0,0,1,4,175,1,80,56,123,15,,1,30,,,,,
190128,3,0,WOMAN'S HOSPITAL,70817,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,190128,78,80,85,66,74,66,92,61,82,64,85,0.810372771,0,3.968253968,0.051376021,0.098535111,0.09933117,,,,,,5.5,,2.83,2.63,0.46,,0.47,0.16,0.06,1.2,,,,,,,,,,15.6,,,1,1,1,0,1,1,5,76,1,92,81,194,75,,1,70,,,1,,
190145,3,0,LASALLE GENERAL HOSPITAL,71342,Acute Care Hospitals,Government,1,1,Same as the national average,190145,70,79,91,63,74,76,90,44,77,57,65,0,,,0.732332479,0.366166239,0.479923212,,14393,14221,14307,,,,,1.41,0.45,,0.4,0.17,,0.9,,7.6,12.1,13.2,,,20.8,21.9,,16.1,19.1,,1,1,1,0,0,1,4,284,1,99,44,117,24,70,2,,87,20,,,
190151,3,0,RICHARDSON MEDICAL CENTER,71269,Acute Care Hospitals,Government,1,1,Same as the national average,190151,79,87,89,68,78,72,72,57,70,68,71,0,0,111.1111111,0,100,3.395585739,,16083,12516,14299.5,,4.87,,2.29,1.44,0.4,,0.39,0.16,0.06,0.87,,8.2,11.6,18.2,,,20.7,22.5,,15.6,18.4,,0,0,1,0,0,1,2,190,1,73,22,85,5,52,3,87,100,5,,,
190164,3,0,BYRD REGIONAL HOSPITAL,71446,Acute Care Hospitals,Proprietary,1,1,Below the national average,190164,70,79,84,68,69,66,85,48,67,69,63,0,0,0,0,0.229964356,0.096604357,,17085,17525,17305,2.8,4.23,9.29,2.25,1.49,0.27,,0.37,0.15,0.06,0.82,,5,10.2,15.6,,,22.6,24.3,4.9,17.7,22.7,,1,1,1,0,0,1,4,226,1,98,72,97,13,43,2,95,91,6,7,,
190177,3,0,LAKEVIEW REGIONAL MEDICAL CENTER,70433,Acute Care Hospitals,Proprietary,1,1,Below the national average,190177,69,79,84,65,71,65,86,52,73,67,73,1.486830926,0,0,0.035743647,0.584209648,0.387849726,22773,16104,16589,18488.66667,3.2,6.94,10.57,2.22,1.87,0.22,146.33,0.32,0.13,0.06,1.07,13.4,6.8,12.4,13.1,15,17,21.1,21.6,4.6,16,18.7,12.6,1,1,1,0,0,1,4,225,2,100,92,147,4,26,0,100,,,0,100,
190183,3,0,LEONARD J CHABERT MEDICAL CENTER,70363,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,190183,77,88,90,72,79,74,87,61,80,72,83,0.616522811,21.73913043,22.55639098,0,0.515357658,0.343229792,20487,14016,13523,16008.66667,3.2,7.24,11.29,2.28,1.06,0.35,,0.45,0.16,0.06,0.95,13.4,7.6,12.6,15.4,,,20,22.7,4.3,16.4,15.9,,1,1,0,0,0,0,2,301,2,93,99,131,31,74,3,100,,,,,
190184,3,0,CITIZENS MEDICAL CENTER,71418,Acute Care Hospitals,Government,1,1,Same as the national average,190184,98,97,100,96,92,97,92,88,95,93,95,0,200,0,0,0,0.168067227,,15477,15005,15241,,,,,1.67,0.43,,0.4,0.17,,0.95,,6.6,11.1,13.3,,,19,20.8,,15.4,15.4,,1,1,1,0,0,1,4,240,1,77,18,160,23,,2,55,,16,,,
190201,3,0,LAKE AREA MEDICAL CENTER,70605,Acute Care Hospitals,Proprietary,1,1,Not Available,190201,66,81,86,69,74,64,89,57,80,66,80,0.625390869,43.47826087,14.49275362,0.086214329,0.280819994,0.293944738,,16595,11972,14283.5,3.7,4.02,9.09,2.25,1.97,0.37,,0.46,0.16,0.06,0.94,,8.2,11.3,16.4,,,20.7,23.2,6.5,16.1,16.5,,0,0,1,0,0,1,2,207,2,99,90,94,20,36,2,78,100,4,5,,
190205,3,0,WOMEN'S AND CHILDREN'S HOSPITAL,70508,Acute Care Hospitals,Proprietary,1,1,Same as the national average,190205,73,80,85,66,74,65,87,52,73,64,74,1.253656498,0,14.28571429,0.041756269,0.088656412,0.123287671,24788,15957,16456,19067,,3.73,9.54,2.23,0.68,0.56,132.71,0.38,0.21,0.06,0.64,14.9,7.4,12.7,15.9,14.9,17.2,21.4,23.2,,16.8,17.6,14,1,1,1,0,0,1,4,160,2,100,95,109,4,32,1,,100,12,0,,
190208,3,0,EAST CARROLL PARISH HOSPITAL,71254,Acute Care Hospitals,Government,1,1,Not Available,190208,65,84,96,80,72,76,81,52,74,79,64,,,,0,1.297016861,0.648508431,,14544,11368,12956,,,,,1.42,0.47,,0.41,0.17,,0.9,,7.5,11.1,13.7,,,20.9,21.9,,15.2,16.6,,1,1,0,0,0,0,2,171,1,88,63,79,25,,3,,82,16,,,
190218,3,0,SABINE MEDICAL CENTER,71449,Acute Care Hospitals,Proprietary,1,1,Not Available,190218,66,86,92,74,76,74,90,54,72,71,62,0,,,0,0,0,,14040,15614,14827,,,,,1.39,0.4,,0.4,0.17,,0.89,,7.3,12.9,18.2,,,20.3,23.3,,15.6,17.5,,0,0,1,0,0,1,2,218,1,44,45,105,28,74,1,0,83,7,,,
190242,3,0,ST ELIZABETH HOSPITAL,70737,Acute Care Hospitals,Voluntary Non-Profit,1,1,Not Available,190242,75,85,86,75,78,70,83,59,81,73,79,0.647668394,0,,0,0.99533437,0.50394261,,15802,14915,15358.5,3.2,8.08,9.99,2.25,1.35,0.32,,0.39,0.16,0.06,1.04,14,8,13.8,16.3,,,19.1,21.5,5.4,15.6,16.7,,1,1,1,0,1,1,5,206,2,99,96,117,26,57,1,65,100,10,,,
190274,3,0,OCHSNER MEDICAL CENTER KENNER,70065,Acute Care Hospitals,Voluntary Non-Profit,1,1,Below the national average,190274,62,80,83,63,71,61,87,56,68,57,66,1.676445935,12.82051282,47.61904762,0.078597815,0.939608781,0.646633701,20674,14781,15895,17116.66667,2.9,4.47,11.17,2.15,1.18,0.25,132.2,0.41,0.14,0.06,0.78,14.4,8.4,12.5,17.3,16.2,17.3,19,23.4,4.5,15.2,18.8,12.3,1,1,1,0,1,1,5,356,2,89,86,140,17,34,2,99,100,6,0,,8
190308,3,0,ST BERNARD PARISH HOSPITAL,70043,Acute Care Hospitals,Government,1,1,Not Available,190308,79,79,87,67,66,63,88,47,70,72,71,0,0,,0,0.954502068,0.424508278,,15051,14465,14758,,4.45,,2.28,1.13,0.29,,0.38,0.28,0.06,0.78,,7.7,10.6,14,,,19.4,22.7,,15.7,17.5,,1,1,1,0,0,1,4,258,2,95,63,118,33,60,2,45,100,10,,,
190312,3,0,OUR LADY OF THE ANGELS HOSPITAL,70427,Acute Care Hospitals,Government,1,0,Below the national average,190312,79,85,84,72,76,70,84,57,76,71,73,0,55.55555556,0,0,0.225149161,0.151553423,,18040,18655,18347.5,,5.11,,,1.28,0.39,,0.4,0.17,0.06,0.85,,,12.6,14.2,,,19.9,23.4,,15.8,15.8,,0,0,1,0,0,1,2,280,2,89,96,108,16,64,1,46,93,12,4,,
200018,3,0,AROOSTOOK MEDICAL CENTER,4769,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,200018,80,77,76,62,64,59,89,50,68,52,66,0.955109838,0,0,0,0.224315837,0.154249576,20818,14229,13541,16196,2.7,3.57,10.46,2.21,1.85,0.89,133.15,0.37,0.15,0.06,0.91,13.9,7.6,10.8,14.7,16.4,17,19.3,21.3,4.2,15.5,17.6,11.6,1,1,1,0,0,1,4,280,1,96,79,134,28,56,1,95,100,9,0,,
200019,3,0,SOUTHERN MAINE HEALTH CARE,4005,Acute Care Hospitals,Voluntary Non-Profit,1,1,Above the national average,200019,66,76,82,58,68,62,87,50,64,44,67,0.234962406,31.74603175,0,0.03571046,0.52679109,0.30555084,21837,14590,14146,16857.66667,3.2,4.66,9.27,2.61,1.62,0.65,144.61,0.33,0.13,0.06,0.89,12.7,7.4,12.6,13.5,17.5,16.2,18,20.9,4.1,14.9,15.5,10.9,1,1,1,1,1,1,6,350,3,96,90,141,39,58,4,98,99,4,0,,
200021,3,0,MID COAST HOSPITAL,4011,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,200021,71,79,82,65,68,69,83,50,71,51,77,0.474158369,27.77777778,0,0,0.490978274,0.284894874,21334,14021,13510,16288.33333,3,3.21,,2.21,1.18,0.24,,0.4,0.15,0.06,0.69,16.1,8.5,12.2,16.5,14.1,17.5,21.4,20,4.6,15.8,17,11.7,1,1,1,1,1,1,6,305,2,97,91,165,19,54,1,100,100,4,2,,
200024,3,0,CENTRAL MAINE MEDICAL CENTER,4240,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,200024,73,79,79,64,70,68,90,54,69,52,73,0.872346612,45.45454545,0,0.042741436,0.852113466,0.528219089,23141,15440,14852,17811,2.7,2.8,9.93,1.97,2.39,1.72,145.61,0.35,0.39,0.06,1.08,12.5,10.4,12.8,17.5,15.1,16.3,20.1,20.1,4.6,14.9,17.1,11,1,1,1,0,1,1,5,325,3,99,79,150,27,64,1,96,,,0,,
200031,3,0,CARY MEDICAL CENTER,4736,Acute Care Hospitals,Government,1,1,Same as the national average,200031,79,83,85,74,74,69,86,63,78,55,81,0,0,0,0,1.259049418,0.554977454,22585,14002,13363,16650,3.4,3.93,11.54,2.24,1.28,0.35,,0.39,0.16,0.06,0.78,12.7,10.7,13.6,15.5,16.7,17,20.4,23.2,4.4,15.6,16.8,11.7,1,1,1,0,1,1,5,275,1,96,92,93,28,52,1,100,100,3,0,,
200037,3,0,FRANKLIN MEMORIAL HOSPITAL,4938,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,200037,79,82,79,72,72,69,89,54,68,52,68,0,0,0,0,0.142186833,0.064703979,21338,13987,13757,16360.66667,3,4.1,9.76,2.26,1.34,0.33,,0.39,0.15,0.06,0.79,14.9,7.9,12.3,18.5,15.8,16.5,18.9,20.5,4.6,16.6,18.9,12,1,1,1,0,1,1,5,293,1,99,91,137,43,48,2,88,97,8,0,,
200063,3,0,PENOBSCOT BAY MEDICAL CENTER,4856,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,200063,73,81,83,66,74,69,88,50,72,56,64,0.942507069,0,0,0,0.415602921,0.223982977,20438,15099,14377,16638,2.9,4.69,9.46,2.22,1.61,0.83,,0.47,0.14,0.06,0.94,12.8,8.6,11.7,18.2,14.9,16.6,19.9,20.9,4.7,15.4,15.8,12,1,1,1,1,1,1,6,300,2,92,86,121,19,35,1,89,100,6,0,,
220002,3,0,MOUNT AUBURN HOSPITAL,2138,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,220002,74,81,82,70,73,63,87,55,79,61,82,1.282462328,11.76470588,7.092198582,0.01569563,0.603521727,0.355697483,25985,15905,13934,18608,3.5,6.15,10.43,2.58,1.34,0.59,128.58,0.33,0.26,0.06,0.94,11.8,6.8,12.2,13,13.4,16.6,18.9,21.9,4.1,16,15.6,12.6,1,1,1,0,1,1,5,300,2,100,92,200,44,70,2,97,,,0,93,0
220008,3,0,STURDY MEMORIAL HOSPITAL,2703,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,220008,72,81,84,65,72,61,87,54,69,47,71,0.420344683,12.98701299,0,0.059065001,0.764039221,0.413126403,23741,15783,14653,18059,3.8,3.87,9.08,2.65,0.86,0.17,150.74,0.44,0.12,0.06,0.66,15.7,7.3,13.2,17.4,14.3,16.7,21.7,21,4.2,15.9,18,10.6,1,1,1,0,1,1,5,275,3,100,94,147,36,53,1,100,98,9,0,,
220011,3,0,CAMBRIDGE HEALTH ALLIANCE,2138,Acute Care Hospitals,Government,1,1,Same as the national average,220011,66,74,76,59,68,57,85,48,62,50,63,0.47158689,20.83333333,31.25,0,0.501076386,0.270808582,22417,15369,13577,17121,,5.64,9.38,2.21,1.34,1.11,,0.41,0.22,0.06,0.95,13.6,6.2,10.3,14.1,12.4,16.6,21.3,23.5,4.8,15.8,15.9,13.3,1,1,1,0,1,1,5,296,4,95,96,129,8,48,1,100,100,8,0,,0
220016,3,0,BAYSTATE FRANKLIN MEDICAL CENTER,1301,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,220016,74,78,79,62,70,63,91,50,63,52,69,3.923766816,0,0,0,0.328371278,0.326994667,22730,15004,14784,17506,3.4,6.28,9.46,2.22,1.07,0.91,,0.36,0.13,0.06,0.89,14.4,7.7,12.5,12,17.1,17.2,19.9,21.8,4.9,15.8,17.4,11.8,1,1,1,0,1,1,5,328,2,96,82,151,35,46,2,90,96,7,5,,
220017,3,0,CARNEY HOSPITAL,2124,Acute Care Hospitals,Proprietary,1,1,Same as the national average,220017,65,75,79,59,66,62,86,46,56,48,62,0.668896321,17.54385965,30.3030303,0,1.145006952,0.653737198,,15489,15560,15524.5,2.8,3.71,,2.22,1.35,0.31,,0.43,0.14,0.06,0.77,,6.2,10.5,14.4,14.5,,20.4,22.2,4.5,15.4,16.4,13.1,1,1,1,1,1,1,6,308,3,95,89,132,14,53,1,23,86,11,,,
220019,3,0,HARRINGTON MEMORIAL HOSPITAL-1,1550,Acute Care Hospitals,Voluntary Non-Profit,1,1,Same as the national average,220019,81,84,83,74,73,71,91,53,73,59,75,0.453926464,0,0,0,0.473837406,0.247678019,23256,17017,15704,18659,2.8,3.95,9.62,2.27,1.49,0.27,,0.38,0.15,0.06,0.8,14.3,9,12.1,19.1,15,17,20.2,23.6,4.8,15.5,17,13.1,1,1,1,0,1,1,5,271,3,91,88,140,7,37,2,100,94,4,0,,
